track_name,track_id,artist,date_added,release_date,popularity,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
Everybody Lost Somebody,4JkOsslKrWDYYb5dcft9AH,Bleachers,2020-09-10T22:52:02Z,2017-06-02,46,235253,0.534,0.666,0,-8.724,1,0.245,0.022,0.00155,0.0958,0.254,183.737,4
Dirty Imbecile,5erGUceK8ieHWtTXdnGP65,The Happy Fits,2020-09-11T18:35:17Z,2016-08-27,0,239612,0.834,0.531,3,-10.45,1,0.16,0.48,0,0.0957,0.39,99.999,4
"So Alright, Cool, Whatever",1rEorNNenMLC5gG7DPJqTZ,The Happy Fits,2020-09-15T19:13:53Z,2018-06-15,0,191360,0.685,0.642,0,-5.417,1,0.0372,0.0997,0,0.0343,0.763,130.021,4
Under My Skin,5oiZiF3fBLHqgTDaH0Pj7M,Jukebox The Ghost,2020-09-18T18:26:54Z,2008-04-22,0,199586,0.633,0.632,7,-9.55,1,0.0643,0.588,0,0.0499,0.792,150.024,4
The Bidding,0HBrtXJohbIW4IhPZ50GmH,Tally Hall,2020-09-20T23:53:03Z,2005-10-24,69,160613,0.538,0.607,9,-5.261,0,0.216,0.248,5.54e-06,0.0999,0.515,175.424,4
Community Gardens,2hKtLq0OFHoK7ftAqn456x,The Scary Jokes,2020-09-21T20:47:43Z,2019-01-01,0,164597,0.403,0.328,10,-11.369,1,0.181,0.736,7.83e-06,0.82,0.609,189.485,4
Palm Tree on Avenue G,2o4kbebGJSD2fwWG0J2BJN,Summer Salt,2020-09-30T23:13:11Z,2020-09-04,16,177040,0.546,0.41,9,-7.313,0,0.0325,0.178,0.000419,0.354,0.345,104.366,4
Good Day,7oKyITEBWOqSO87kuSBCx5,Tally Hall,2020-10-15T18:07:50Z,2005-10-24,47,206733,0.69,0.552,4,-6.643,1,0.0366,0.0732,0,0.133,0.572,107.987,4
Beird,3guW1RyvFS9OJgCvAvtv1B,Jack Stauber,2020-10-16T18:02:06Z,2018-04-14,43,189578,0.784,0.552,11,-10.068,0,0.183,0.165,0.105,0.0854,0.517,187.108,4
Spring and a Storm,7i6pxHwCREvogBRpGyMzFX,Tally Hall,2020-10-17T15:35:37Z,2005-10-24,49,287813,0.467,0.743,2,-7.214,1,0.0446,0.197,0.00732,0.671,0.341,137.671,4
Ruler of Everything,3vFZheR74pxUkzxqhXTZ2X,Tally Hall,2020-10-25T12:35:54Z,2005-10-24,61,222106,0.58,0.791,11,-7.604,0,0.324,0.196,0.00326,0.0793,0.343,83.323,4
These Days,4gZDCOFuLCxCRWNhSEcOtJ,Wallows,2020-10-31T14:56:50Z,2018-04-06,62,202626,0.655,0.668,0,-6.733,1,0.0272,0.0398,0.0302,0.0759,0.867,93.003,4
Touch-Tone Telephone,1tmRlF5pFo8G5OfJYUjWrR,Lemon Demon,2020-11-04T21:34:02Z,2016-02-29,60,282732,0.625,0.71,0,-8.577,0,0.0535,0.196,0.0012,0.181,0.573,160.147,4
Send Me a Peach,0hyNfSzLjbpwoBdL128vJO,The Blasting Company,2020-11-05T02:18:15Z,2017-09-19,0,122626,0.559,0.165,7,-12.033,0,0.0396,0.948,2.45e-06,0.0989,0.44,90.295,4
I Think I'm Going To Kill Myself,4q7tMaar2kUMweKu6N5bZz,Elton John,2020-11-07T05:05:55Z,1972-05-19,51,215173,0.627,0.54,0,-8.225,1,0.0273,0.522,3.58e-06,0.129,0.723,137.599,4
Paper Boats (feat. Ashley Barrett),3deUFJzGwnWTsTel4EeEeV,Darren Korb,2020-11-16T04:24:12Z,2014-05-20,36,240936,0.422,0.406,2,-6.287,0,0.033,0.297,0.0827,0.262,0.0624,155.633,4
You Won't See Me - Remastered 2009,4LLBKnNCrSRrSjSTuiwjE9,The Beatles,2020-11-20T02:03:55Z,1965-12-03,53,199960,0.488,0.539,9,-8.752,1,0.0304,0.136,0,0.0538,0.473,115.941,4
Cabinet Man,0lrtYwuy37bJzsO2LHz2kj,Lemon Demon,2020-11-26T17:32:14Z,2016-02-29,60,262675,0.725,0.497,10,-7.929,1,0.057,0.0519,0.017,0.137,0.954,171.988,4
Eighth Wonder,7BxJz17EyAHjZlHEEqrtm6,Lemon Demon,2020-11-26T18:04:20Z,2016-02-29,55,282126,0.488,0.68,2,-8.143,0,0.0328,0.00329,0.398,0.144,0.64,139.984,4
Christmas with You,71Qj12ms2zvmIvY0NkOjt7,Summer Salt,2020-12-11T16:20:46Z,2020-12-11,12,157866,0.613,0.578,7,-5.204,1,0.0323,0.595,0,0.0747,0.589,116.146,4
Good Advice,4JVPw2DvZp4faUTHjfa4PM,khai dreams,2020-12-18T19:00:03Z,2020-11-18,0,164295,0.805,0.603,8,-9.556,1,0.0429,0.257,0.000331,0.112,0.69,148.994,4
Hate That You Know Me,7FqScuVJysPgwVFcepFJks,Bleachers,2020-12-27T18:40:48Z,2017-06-02,44,185853,0.776,0.56,7,-7.182,1,0.136,0.0264,0,0.0496,0.554,109.463,4
I Miss Those Days,7kK5ihEqZcXEWr1r8o99E2,Bleachers,2020-12-27T18:59:46Z,2017-06-02,46,217973,0.653,0.817,0,-5.706,1,0.0405,0.277,3.77e-06,0.344,0.661,125.018,4
Easy Thing,7jtWhbOvAbtmZNl6ca6YvE,Dom Fera,2020-12-30T18:06:11Z,2019-03-07,34,222680,0.722,0.682,8,-5.23,1,0.0308,0.0594,0,0.058,0.975,96.996,4
The Cult of Dionysus,4zg2zMNSI0W8ipGA32kKp5,The Orion Experience,2020-12-30T19:32:37Z,2007,0,185306,0.66,0.854,1,-3.728,0,0.029,0.00739,0,0.0334,0.822,137.498,4
Do It All The Time,14ny3vlL25p6Vix2Sb8k1b,I DONT KNOW HOW BUT THEY FOUND ME,2021-01-04T19:56:22Z,2018-08-24,59,167803,0.795,0.597,11,-6.395,0,0.0327,0.106,0,0.113,0.849,110.014,4
Good Day,1lBZtVlmtQbBvsHsLSW98m,Jukebox The Ghost,2021-01-04T19:58:17Z,2008-04-22,0,254293,0.572,0.687,10,-10.05,1,0.0449,0.395,1.05e-06,0.122,0.653,165.977,4
Jamaica Jerk-Off - Remastered 2014,5uyAeakIkHyTSW88uCD0M4,Elton John,2021-01-05T20:01:55Z,1973-10-05,37,218341,0.753,0.732,3,-8.828,0,0.0383,0.000728,1.7e-06,0.0626,0.951,134.066,4
I've Seen That Movie Too - Remastered 2014,3kiUD1IZ5icXuyKI1Rwh8j,Elton John,2021-01-05T20:02:05Z,1973-10-05,40,357658,0.505,0.459,5,-8.684,0,0.0281,0.317,1.9e-05,0.106,0.299,114.07,4
With A Little Help From My Friends,4J8RM3zVT5VXbJZeGIgVOA,Wallows,2021-01-13T16:22:01Z,2020-05-22,0,170030,0.674,0.875,6,-4.898,0,0.0283,0.0947,0,0.0907,0.824,108.014,4
Cabo,1wAj295BWDUClM0Ndecs4o,Ricky Montgomery,2021-01-15T15:28:10Z,2016-04-08,53,147760,0.628,0.907,2,-4.034,1,0.0462,0.0625,0,0.103,0.962,145.041,4
Careless Talk,1ESWiMfAZJCZH3YC9Mu5CB,Billy Joel,2021-01-23T20:21:12Z,1983-08-08,35,228426,0.794,0.716,2,-7.039,0,0.0376,0.139,0,0.0804,0.964,128.577,4
Christie Lee,0wXtJFhGYMkccpJK0jhaQr,Billy Joel,2021-01-23T20:26:08Z,1983-08-08,35,211133,0.669,0.918,0,-5.044,1,0.0443,0.022,0,0.39,0.96,148.102,4
All My Favorite Songs,6zVhXpiYbJhLJWmLGV9k1r,Weezer,2021-01-29T16:52:30Z,2021-01-29,45,202703,0.384,0.628,1,-8.018,0,0.031,0.126,9.93e-06,0.314,0.394,161.438,4
Here Comes The Rain,3V7avwgec6ILm4pyqt8XL5,Weezer,2021-01-29T17:19:54Z,2021-01-29,31,147285,0.533,0.704,9,-7.024,1,0.0307,0.0619,0.000374,0.292,0.449,129.911,4
Grapes Of Wrath,7s42bmqI0kQpoO80H3Vnqu,Weezer,2021-02-04T21:30:24Z,2021-01-29,42,170717,0.697,0.584,8,-6.429,0,0.0324,0.0616,1.89e-06,0.0935,0.96,107.083,4
Baila,4s1FPRm9vD7SFRbfrSJLsK,Summer Salt,2021-02-05T19:50:10Z,2021-02-05,20,193320,0.703,0.541,0,-6.049,1,0.0277,0.363,0,0.0928,0.544,123.962,4
Aloo Gobi,6rSJz9u8Y9xixsh5fKu9hV,Weezer,2021-02-08T23:19:24Z,2021-01-29,40,183672,0.565,0.68,8,-7.229,1,0.0303,0.0138,0.000132,0.133,0.847,95.958,4
Nobody Likes The Opening Band,5QHdyAGpbAttv1Wco7bI35,I DONT KNOW HOW BUT THEY FOUND ME,2021-02-13T21:46:10Z,2020-10-23,43,135326,0.4,0.499,10,-6.422,1,0.0282,0.939,0.00423,0.145,0.378,79.14,1
Light a Roman Candle with Me,5pxGxR8ltHAluRyn9FSKOh,fun.,2021-02-17T20:49:57Z,2009,0,184893,0.694,0.525,4,-6.699,1,0.0387,0.743,0,0.108,0.177,129.084,4
Numbers,4AZoTNP3naXZcyvLFveYhk,Weezer,2021-02-28T03:56:24Z,2021-01-29,32,200551,0.277,0.548,10,-8.124,1,0.0292,0.124,0.000229,0.138,0.284,83.545,4
Rollercoaster,5L95vS64rG1YMIFm1hLjyZ,Bleachers,2021-03-07T16:39:26Z,2014-07-14,66,188866,0.421,0.79,10,-6.227,1,0.0538,0.00205,0.000309,0.148,0.279,162.024,4
Get Used to It,47xKMQCtAn2C4hL9h5EvQy,Ricky Montgomery,2021-03-07T16:48:21Z,2016-04-08,52,235333,0.706,0.87,9,-5.676,1,0.0446,0.0026,2.06e-06,0.0736,0.562,122.068,4
Good People,4eLn7z31zqzEdlKSgesohf,Jack Johnson,2021-03-13T20:24:35Z,2005-01-01,62,208506,0.72,0.586,11,-6.001,1,0.035,0.215,2.23e-05,0.0919,0.908,176.137,4
"Sitting, Waiting, Wishing",5eWOsyHHic4vJP3LjTVhqv,Jack Johnson,2021-03-13T20:29:33Z,2005-01-01,66,183720,0.765,0.535,0,-7.229,1,0.0265,0.22,2.55e-05,0.104,0.548,105.019,4
Breakdown,3cnRYoW4nYzIuVPCp7k5iG,Jack Johnson,2021-03-13T20:44:06Z,2005-01-01,56,212706,0.773,0.394,0,-9.252,1,0.0516,0.627,1.36e-05,0.0953,0.443,74.977,4
Better Together,4VywXu6umkIQ2OS0m1I79y,Jack Johnson,2021-03-14T15:42:06Z,2005-01-01,72,207680,0.868,0.347,5,-9.529,1,0.0536,0.308,2e-05,0.11,0.659,110.059,4
Constellations,4rpNjW4HXxh8o5UwS7UoWL,Jack Johnson,2021-03-14T17:34:24Z,2005-01-01,49,201653,0.705,0.309,1,-12.596,1,0.0363,0.476,3.76e-05,0.114,0.426,122.039,4
Do You Remember,1EZJBB6bvCcrvYRlOyoHuf,Jack Johnson,2021-03-17T19:52:53Z,2005-01-01,64,144013,0.598,0.289,2,-11.405,1,0.0334,0.762,8.17e-05,0.262,0.714,92.035,4
Hope,6PLQKVQv6BvZGtHtyJ8CaH,Jack Johnson,2021-04-02T20:15:57Z,2008,55,222240,0.676,0.576,9,-6.385,0,0.106,0.676,1.12e-06,0.0974,0.587,172.907,4
Leave Me Alone,1cIi1x8ANjMO97wH5OfYO1,I DONT KNOW HOW BUT THEY FOUND ME,2021-04-12T15:16:49Z,2020-10-23,53,215644,0.544,0.886,0,-2.667,1,0.0381,0.00188,0,0.324,0.567,104.09,4
Razzmatazz,3UhhRDkHWz7D28BkejHzqI,I DONT KNOW HOW BUT THEY FOUND ME,2021-04-12T15:48:57Z,2020-10-23,48,258612,0.397,0.675,9,-4.788,0,0.0344,0.0101,1.7e-05,0.305,0.471,155.032,4
Choke,37mfTcSlX60JtAvAETytGs,I DONT KNOW HOW BUT THEY FOUND ME,2021-04-16T01:33:35Z,2018-08-24,67,195717,0.516,0.85,4,-3.909,0,0.0706,0.00139,0,0.296,0.583,120.324,4
Sugar Pills,6aAW8QdserZUNAXlaoZup0,I DONT KNOW HOW BUT THEY FOUND ME,2021-04-17T16:50:21Z,2020-10-23,49,187212,0.628,0.845,10,-4.459,0,0.0332,0.00194,0,0.204,0.81,121.977,4
Kiss Goodnight,6bNk8Nakwq8nM6EGUy4nOP,I DONT KNOW HOW BUT THEY FOUND ME,2021-04-17T16:57:36Z,2020-10-23,49,230037,0.491,0.598,7,-6.124,1,0.0353,0.0124,9.77e-06,0.284,0.44,177.96,4
New Invention,5vRXG939KMWdIPdLRYo9kw,I DONT KNOW HOW BUT THEY FOUND ME,2021-04-23T02:39:27Z,2020-10-23,54,191593,0.489,0.854,0,-3.03,1,0.079,0.00842,4.06e-06,0.091,0.763,180.138,4
Absinthe,4hs2FbesB8qo6H5Berbikd,I DONT KNOW HOW BUT THEY FOUND ME,2021-04-23T03:17:21Z,2018-11-09,56,183653,0.608,0.845,9,-4.938,0,0.0641,0.00927,1.34e-05,0.332,0.518,123.991,3
Staple It Together,7tmzwBMr53py6u2zD877P3,Jack Johnson,2021-04-27T22:21:39Z,2005-01-01,47,196146,0.819,0.792,7,-6.068,1,0.0507,0.00665,0.0076,0.0783,0.78,94.037,4
Need You Here,2xPuS6MAf3ZHSgufxeiugn,I DONT KNOW HOW BUT THEY FOUND ME,2021-04-29T19:06:47Z,2020-10-23,41,187624,0.533,0.608,8,-6.43,0,0.0317,0.015,0,0.189,0.363,79.998,4
